City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
267,Sawang Daen Din,17.4753,103.4575,82.0,69,15,10.51,TH,2021-03-28 12:43:14
268,Isangel,-19.55,169.2667,76.98,86,2,6.4,VU,2021-03-28 12:43:14
269,Verkhoyansk,67.5447,133.385,-6.5,100,54,0.74,RU,2021-03-28 12:43:15
270,Grindavik,63.8424,-22.4338,32.0,86,75,2.3,IS,2021-03-28 12:43:15
271,Jiaojiang,28.6803,121.4428,66.0,80,16,2.59,CN,2021-03-28 12:43:15
272,Naryan-Mar,67.6713,53.087,30.92,97,100,7.07,RU,2021-03-28 12:43:15
273,Cabo San Lucas,22.8909,-109.9124,64.65,57,100,2.08,MX,2021-03-28 12:42:09
274,Rantepao,-2.9701,119.8978,68.9,99,100,2.51,ID,2021-03-28 12:43:16
275,Carutapera,-1.195,-46.02,81.54,79,88,7.52,BR,2021-03-28 12:43:16
276,Sohagpur,22.7,78.2,93.0,10,0,5.44,IN,2021-03-28 12:43:16
277,Palmer,42.1584,-72.3287,48.0,81,90,8.05,US,2021-03-28 12:43:16
278,Kabinda,-6.1333,24.4833,84.85,51,100,2.06,CD,2021-03-28 12:43:17
279,Cuamba,-14.8031,36.5372,76.05,89,96,6.15,MZ,2021-03-28 12:43:17
280,Tual,-5.6667,132.75,83.34,76,100,19.8,ID,2021-03-28 12:43:17
281,Yar-Sale,66.8333,70.8333,-2.83,95,8,9.44,RU,2021-03-28 12:43:17
282,Miri,4.4148,114.0089,82.4,89,40,2.3,MY,2021-03-28 12:43:18
283,Lavrentiya,65.5833,-171.0,-0.4,92,100,9.06,RU,2021-03-28 12:43:18
284,Amapa,1.0,-52.0,77.77,82,94,2.15,BR,2021-03-28 12:43:18
285,Benemerito De Las Americas,16.5167,-90.6439,70.63,88,86,0.13,MX,2021-03-28 12:43:18
286,Toktogul,41.8708,72.9402,46.2,96,100,1.97,KG,2021-03-28 12:43:18
287,Port Macquarie,-31.4333,152.9167,66.0,99,82,2.51,AU,2021-03-28 12:43:19
288,Nome,64.5011,-165.4064,8.6,78,90,19.57,US,2021-03-28 12:43:19
289,Emirdag,39.0197,31.15,50.36,39,0,4.54,TR,2021-03-28 12:43:19
290,Beeskow,52.1667,14.25,55.99,41,99,7.0,DE,2021-03-28 12:43:19
291,Redwater,33.3582,-94.2544,55.4,67,1,11.5,US,2021-03-28 12:43:20
292,Santa Cruz,-17.8,-63.1667,66.2,82,75,14.97,BO,2021-03-28 12:42:58
293,Sattahip,12.6664,100.9007,82.4,89,20,8.05,TH,2021-03-28 12:43:20
294,Jensen Beach,27.2545,-80.2298,78.01,88,20,5.75,US,2021-03-28 12:43:20
295,Lata,40.1629,-8.3327,71.01,48,47,9.22,PT,2021-03-28 12:43:20
296,Gudari,19.35,83.7833,91.44,24,81,5.28,IN,2021-03-28 12:43:21
297,Hohhot,40.8106,111.6522,42.8,21,0,6.71,CN,2021-03-28 12:43:21
298,Asau,46.4333,26.4,55.0,32,43,11.63,RO,2021-03-28 12:43:21
299,Tambovka,50.0969,128.0489,39.2,87,75,8.95,RU,2021-03-28 12:43:21
300,Acajutla,13.5928,-89.8275,69.01,89,7,4.05,SV,2021-03-28 12:43:22
301,Mazatlan,23.2167,-106.4167,61.0,89,100,1.99,MX,2021-03-28 12:43:22
302,Itaituba,-4.2761,-55.9836,82.4,78,75,3.27,BR,2021-03-28 12:43:22
303,Lorengau,-2.0226,147.2712,82.4,76,92,9.84,PG,2021-03-28 12:43:22
304,Liku,-0.7275,119.8922,76.77,86,100,1.77,ID,2021-03-28 12:43:23
305,Rosamorada,22.1222,-105.2058,62.82,47,100,2.8,MX,2021-03-28 12:43:23
306,Anadyr,64.75,177.4833,10.4,85,75,15.66,RU,2021-03-28 12:43:23
307,Bambous Virieux,-20.3428,57.7575,87.01,74,40,3.44,MU,2021-03-28 12:43:23
308,Iqaluit,63.7506,-68.5145,5.0,61,75,13.8,CA,2021-03-28 12:43:23
309,Xinmin,41.9908,122.8253,44.6,81,8,6.71,CN,2021-03-28 12:43:24
310,Sokyryany,48.4475,27.4168,35.01,92,100,11.01,UA,2021-03-28 12:43:24
311,Orange,33.7,-117.7675,55.99,58,1,4.61,US,2021-03-28 12:43:24
312,Naica,27.85,-105.4833,45.82,35,0,7.11,MX,2021-03-28 12:43:24
313,Acari,-15.4311,-74.6158,75.0,66,81,3.74,PE,2021-03-28 12:43:25
314,Lexington,37.9887,-84.4777,54.0,87,90,9.22,US,2021-03-28 12:40:49
315,Chute-Aux-Outardes,49.1168,-68.399,30.2,80,90,12.66,CA,2021-03-28 12:43:25
316,Chapais,49.7834,-74.8492,30.2,93,90,12.66,CA,2021-03-28 12:43:25
317,Kaltasy,55.9693,54.8032,32.5,83,7,6.91,RU,2021-03-28 12:43:25
318,Te Anau,-45.4167,167.7167,57.96,94,100,3.31,NZ,2021-03-28 12:43:26
319,Narsaq,60.9167,-46.05,18.72,55,0,1.12,GL,2021-03-28 12:43:26
320,Dingle,10.9995,122.6711,77.85,84,100,6.31,PH,2021-03-28 12:43:26
321,Kayes,14.0,-11.0,101.21,6,0,8.68,ML,2021-03-28 12:43:27
322,Nara,34.6851,135.8049,60.01,96,100,1.99,JP,2021-03-28 12:42:12
323,Avera,33.194,-82.5271,70.0,75,1,10.36,US,2021-03-28 12:43:27
324,Balakhninskiy,58.0106,114.2769,8.29,94,18,4.16,RU,2021-03-28 12:43:27
325,Hammerfest,70.6634,23.6821,37.4,56,40,25.32,NO,2021-03-28 12:43:27
326,Banda Aceh,5.5577,95.3222,76.12,91,100,5.37,ID,2021-03-28 12:43:28
327,Limbang,4.75,115.0,82.4,89,75,2.3,MY,2021-03-28 12:43:28
328,Kemin,42.7846,75.6892,43.68,93,100,3.78,KG,2021-03-28 12:43:28
329,Williston,48.147,-103.618,33.01,71,100,1.99,US,2021-03-28 12:43:29
330,Lakes Entrance,-37.8811,147.981,54.0,88,5,7.83,AU,2021-03-28 12:43:29
331,Blagoveshchensk,50.2667,127.5333,39.2,87,75,8.95,RU,2021-03-28 12:43:29
332,Uspenka,48.3903,39.1619,43.2,65,99,9.71,UA,2021-03-28 12:43:29
333,Ust-Ishim,57.6935,71.1665,25.21,90,100,10.07,RU,2021-03-28 12:43:29
334,Comodoro Rivadavia,-45.8667,-67.5,62.6,59,0,2.3,AR,2021-03-28 12:40:52
335,Rebrikha,53.0733,82.3408,32.14,97,100,5.01,RU,2021-03-28 12:43:30
336,Hasaki,35.7333,140.8333,62.6,94,75,9.22,JP,2021-03-28 12:43:30
337,Ormara,25.2088,64.6357,80.19,71,6,16.93,PK,2021-03-28 12:43:30
338,Acurenam,1.0322,10.6488,82.2,68,64,1.52,GQ,2021-03-28 12:43:30
339,Russell,32.3502,-85.1999,66.99,94,1,5.75,US,2021-03-28 12:43:31
340,Ascension,30.2169,-90.9001,73.4,94,40,4.61,US,2021-03-28 12:43:31
341,Portland,45.5234,-122.6762,45.0,81,75,5.75,US,2021-03-28 12:40:14
342,Rundu,-17.9333,19.7667,85.15,39,84,10.0,NA,2021-03-28 12:43:31
343,Port-Cartier,50.0334,-66.8654,24.01,73,90,11.5,CA,2021-03-28 12:43:31
344,Palu,-0.8917,119.8707,76.87,93,100,1.12,ID,2021-03-28 12:43:32
